1, 0
501, 0
1001, 0
1501, 0
2001, 83
2501, 83
3001, 84
3501, 84
4001, 83
4501, 83
5001, 83
5501, 83
6001, 84
6501, 84
7001, 83
7501, 83
8001, 83
8501, 417
9001, 84
9501, 417
10001, 83
10501, 416
11001, 83
11501, 417
12001, 84
12501, 417
13001, 83
13501, 416
14001, 83
14501, 417
15001, 84
15501, 417
16001, 83
16501, 416
17001, 750
17501, 1083
18001, 84
18501, 417
19001, 750
19501, 1083
20001, 83
20501, 417
21001, 750
21501, 1084
22001, 83
22501, 416
23001, 750
23501, 1083
24001, 84
24501, 417
25001, 750
25501, 1083
26001, 83
26501, 417
27001, 750
27501, 1084
28001, 83
28501, 416
29001, 750
29501, 1083
30001, 84
30501, 417
31001, 750
31501, 1083
32001, 83
32501, 1750
33001, 750
33501, 2417
34001, 1416
34501, 416
35001, 2083
35501, 1083
36001, 84
36501, 1751
37001, 750
37501, 2417
38001, 1417
38501, 417
39001, 2084
39501, 1084
40001, 83
40501, 1750
41001, 750
41501, 2417
42001, 1417
42501, 417
43001, 2083
43501, 1083
44001, 83
44501, 1750
45001, 750
45501, 2416
46001, 1416
46501, 417
47001, 2083
47501, 1084
48001, 84
48501, 1750
49001, 750
49501, 2417
50001, 1417
50501, 417
51001, 2084
51501, 1083
52001, 83
52501, 1750
53001, 750
53501, 2417
54001, 1417
54501, 416
55001, 2083
55501, 1084
56001, 84
56501, 1751
57001, 751
57501, 2417
58001, 1417
58501, 418
59001, 2083
59501, 1084
60001, 84
60501, 1750
61001, 750
61501, 2417
62001, 1418
62501, 418
63001, 2085
63501, 1084
64001, 86
64501, 4421
65001, 3422
65501, 2422
66001, 1422
66501, 421
67001, 4754
67501, 3753
68001, 2754
68501, 1754
69001, 753
69501, 5091
70001, 4092
70501, 3093
71001, 2092
71501, 1096
72001, 98
72501, 4435
73001, 3443
73501, 2447
74001, 1451
74501, 459
75001, 4795
75501, 3808
76001, 2811
76501, 1818
77001, 824
77501, 5165
78001, 4169
78501, 3185
79001, 2196
79501, 1194
80001, 206
80501, 4545
81001, 3558
81501, 2566
82001, 1575
82501, 589
83001, 4942
83501, 3959
84001, 2978
84501, 2013
85001, 1038
85501, 5392
86001, 4423
86501, 3449
87001, 2484
87501, 1521
88001, 550
88501, 4916
89001, 3969
89501, 3010
90001, 2060
90501, 1111
91001, 5511
91501, 4554
92001, 3637
92501, 2709
93001, 1775
93501, 6186
94001, 5275
94501, 4362
95001, 3410
95501, 2486
96001, 1598
96501, 6018
97001, 5116
97501, 4251
